I lost my dog.	I'm sorry you lost your dog.	neg	condensed
I lost my dog.	I am sorry to hear that you lost your dog.	neg	full
I got ripped off.	I'm sorry you got ripped off.	neg	condensed
I got ripped off.	I am sorry to hear that you got ripped off.	neg	full
There was a wreck on the way to work.	I'm sorry that there was a wreck.	neg	condensed
There was a wreck on the way to work.	I'm sorry to hear that there was a wreck on your way to work.	neg	full
My shoelaces were untied and I accidentally tripped on the way in.	I'm sorry that you tripped because of your shoelaces.	neg	condensed
My shoelaces were untied and I accidentally tripped on the way in.	I'm sorry to hear that your shoelaces were untied and accidentally caused you to trip.	neg	full
My phone fell into the toilet and it's ruined now. 	I'm sorry your phone broke when it fell into the toilet.	neg	condensed
My phone fell into the toilet and it's ruined now. 	I'm sorry that your phone fell into the toilet and it's now ruined.	neg	full
My mom lost her wallet in the store.	I'm sorry your mom lost her wallet.	neg	condensed
My mom lost her wallet in the store.	I'm sorry that your mom lost her wallet in the store.	neg	full
I just found the perfect new shoes!	I'm happy you found them!	pos	condensed
I just found the perfect new shoes!	I'm glad the shoes are perfect.	pos	full
The radio just played two of my favorite songs. 	I'm happy they played those songs.	pos	condensed
The radio just played two of my favorite songs. 	I'm glad you got to hear the songs.	pos	full
His hair looks so cute today.	I'm happy you like his hair.	pos	condensed
His hair looks so cute today.	I'm glad he looks so cute.	pos	full
I graduated with flying colors!	I;m glad you graduated so successfully.	pos	condensed
I graduated with flying colors!	I'm happy you graduated.	pos	full
I received a promotion from my work the other week.	I'm glad you're doing so well at work.	pos	condensed
I received a promotion from my work the other week.	I'm happy to hear about your promotion.	pos	full
My favorite basketball team just won the championships!	Good to hear your favorite team are the champs!	pos	condensed
My favorite basketball team just won the championships!	I'm happy your team won.	pos	full
I got lost for over two hours last time I went hiking.	I'm sorry you got lost hiking.	neg	condensed
I got lost for over two hours last time I went hiking.	I am sorry you were lost hiking for such a long period of time.	neg	full
I can't get cell signal anywhere in this neighborhood.	Sorry to hear you can't get a signal.	neg	condensed
I can't get cell signal anywhere in this neighborhood.	Sorry to hear your service does not work in the neighborhood	neg	full
My favorite pen ran out of ink.	I am sorry you ran out of ink.	neg	condensed
My favorite pen ran out of ink.	I am sorry your favorite pen stopped working.	neg	full
I dropped my food yesterday after I just got it.	Sorry to hear you dropped your food.	neg	condensed
I dropped my food yesterday after I just got it.	Sorry to hear you dropped your meal on the floor.	neg	full
I wanted to go outside to play but it started pouring rain. 	Sorry to hear it rained.	neg	condensed
I wanted to go outside to play but it started pouring rain. 	Sorry to hear you didn't get to go play because of the rain.	neg	full
I went to the dentist and the doctor said I had 4 cavities. 	Sorry to hear the dentist was not good.	neg	condensed
I went to the dentist and the doctor said I had 4 cavities. 	Sorry to hear you have so many cavities in your teeth	neg	full
I won a free pizza from a radio call in.	I'm glad about the pizza.	pos	condensed
I won a free pizza from a radio call in.	I am so happy you won that pizza.	pos	full
My friendsa and I are finally going to get to see The Upside.	I'm glad about The Upside.	pos	condensed
My friendsa and I are finally going to get to see The Upside.	I'm happy you're seeing The Upside.	pos	full
I can't wait to go see the fireworks this weekend!	I'm glad about the fireworks.	pos	condensed
I can't wait to go see the fireworks this weekend!	I'm so happy you're seeing the fireworks.	pos	full
She got an unexpected bonus from her boss.	I'm happy about the bonus.	pos	condensed
She got an unexpected bonus from her boss.	I'm glad that she got a bonus.	pos	full
I had such a relaxing weekend at the spa.	I'm happy about your weekend.	pos	condensed
I had such a relaxing weekend at the spa.	I'm glad you had a relaxing weekend.	pos	full
Tim finally got a new mattress for his bed.	I'm happy about Tim's mattress.	pos	condensed
Tim finally got a new mattress for his bed.	I'm glad Tim got a new mattress.	pos	full
I can't find my wallet.	I'm sorry about your wallet.	neg	condensed
I can't find my wallet.	I am sorry you can't find your wallet.	neg	full
My neighbors are so loud and rude.	Sorry to hear about your neighbors.	neg	condensed
My neighbors are so loud and rude.	Sorry to hear your neighbors are so loud and rude.	neg	full
My unit got downsized this week.	I am sorry about the downsizing.	neg	condensed
My unit got downsized this week.	I am sad your unit got downsized this week	neg	full
My mom will have to have hip surgery. 	I am sorry about your mom's surgery.	neg	condensed
My mom will have to have hip surgery. 	I am sorry to hear about your mom having hip surgery.	neg	full
I can't believe how much money I wasted on that crane game.	Sorry to hear about that crane game.	neg	condensed
I can't believe how much money I wasted on that crane game.	Sorry to hear about all the money you wasted on that crane game.	neg	full
It's going to rain all day and we'll be stuck inside.	I'm sorry to hear about the rain.	neg	condensed
It's going to rain all day and we'll be stuck inside.	I'm sorry to we'll be stuck inside all day because of the rain.	neg	full
My mother cooked a delicious meal for me. 	I am happy your mother cooked for you.	pos	condensed
My mother cooked a delicious meal for me. 	I am happy your mother cooked a delicious meal for you!	pos	full
I got a big bonus when I finished a project at work. 	I am glad you got a bonus.	pos	condensed
I got a big bonus when I finished a project at work. 	Good to hear you got a big bonus after finishing a project at work.	pos	full
My friend asked me to be the maid of honor in her wedding. 	I am glad you were asked to be the maid of honor!	pos	condensed
My friend asked me to be the maid of honor in her wedding. 	I am glad your friend asked you to be the maid of honor at her wedding!	pos	full
I just made my first Thanksgiving dinner!	I am happy you made your first Thanksgiving dinner!	pos	full
We finally got the tree up and it looks beautiful.	I am happy you got the tree up.	pos	condensed
We finally got the tree up and it looks beautiful.	I am glad you finally go the tree up and it looks beautiful!	pos	full
I put up so many Christmas lights this year and it feels so festive now.	I am glad you put up Christmas lights.	pos	condensed
I put up so many Christmas lights this year and it feels so festive now.	I am happy you put up so many Christmas lights and it feels so festive.	pos	full
I fell going down the stairs and sprained my ankle. 	Sorry you sprained your ankle on the stairs.	neg	condensed
I fell going down the stairs and sprained my ankle. 	I'm sorry to hear you sprained your ankle going down the stairs.	neg	full
I just heard my parents are getting divorced. 	I'm sad about your parent's divorce.	neg	condensed
I just heard my parents are getting divorced. 	I'm really sad that your parents are getting divorced.	neg	full
My husband lost his job and I don't know what we are going to do. 	I'm sad your husband lost his job.	neg	condensed
My husband lost his job and I don't know what we are going to do. 	I'm really sad that your husband lost his job and now you don't know what you're going to do.	neg	full
I'm going to have to cancel my trip since Bob is out sick.	I'm sorry you're cancelling your trip.	neg	condensed
I'm going to have to cancel my trip since Bob is out sick.	I'm sorry that you have to cancel your trip because Bob's out sick.	neg	full
I just broke my brand new phone getting out of the car.	Sorry you broke your hand.	neg	condensed
I just broke my brand new phone getting out of the car.	I'm sorry you broke your new phone getting out of the car.	neg	full
I spilled mustard on my favorite shirt, and now I can't get the stain out.	Sorry about the mustard on your favorite shirt.	neg	condensed
I spilled mustard on my favorite shirt, and now I can't get the stain out.	Sorry you spilled mustard on your favorite shirt and can't get the stain out.	neg	full
I got to play with kittens today!	I'm happy you played with kittens!	pos	condensed
I got to play with kittens today!	I am happy that you were able to play with kittens today!	pos	full
We stopped at the dog park and I got to pet so many puppies.	I am happy you could pet so many puppies!	pos	condensed
We stopped at the dog park and I got to pet so many puppies.	I am happy that you stopped at the dog park and pet so many puppies!	pos	full
She let me play with her pet mouse and it was adorable.	I am happy you played with the mouse!	pos	condensed
She let me play with her pet mouse and it was adorable.	I am happy that you got to play with her adorable pet mouse!	pos	full
My father gave all three children a solid gold coin for Christmas.	I am happy the children go gold coins!	pos	condensed
My father gave all three children a solid gold coin for Christmas.	I am happy that your father gave all three children gold coins for Christmas!	pos	full
I found out that my company is in the top three finalists for this contest.	I am happy your company is a finalist!	pos	condensed
I found out that my company is in the top three finalists for this contest.	I am happy that your company is a finalist for this contest!	pos	full
I was able to meet my favorite author at a very small book signing in my hometown.	I am happy you met your favorite author!	pos	condensed
I was able to meet my favorite author at a very small book signing in my hometown.	I am happy that you were able to meet your favorite author at the book signing!	pos	full
My uncle died yesterday.	Sorry to hear about your uncle.	neg	condensed
My uncle died yesterday.	Sorry to hear that your uncle dies yesterday.	neg	full
The car I just bought last year broke down today.	Sorry to hear about your car.	neg	condensed
The car I just bought last year broke down today.	Sorry to hear that the car you bought last year broke down today.	neg	full
I lost the keys to my car and I don't know where.	Sorry to hear about your car keys.	neg	condensed
I lost the keys to my car and I don't know where.	Sorry to hear that you lost the keys to your car.	neg	full
All of my favorite sweaters were eaten by moths while in storage.	Sorry to hear about your sweaters.	neg	condensed
All of my favorite sweaters were eaten by moths while in storage.	Sorry to hear that your sweaters were eaten by moths in storage.	neg	full
The neighborhood dogs seem to think my yard is a great toilet.	Sorry about your yard.	neg	condensed
The neighborhood dogs seem to think my yard is a great toilet.	I'm sorry that the neighborhood dog thinks your hard is a toilet.	neg	full
My cat at a mouse that had eaten rat poison.	Sorry to hear about your cat.	neg	condensed
My cat at a mouse that had eaten rat poison.	Sorry to hear that your cat ate a mouse that had swallowed rat poison.	neg	full
It was close, but we won!	Good to hear that we won.	pos	condensed
It was close, but we won!	Good to hear that it was close, but we won.	pos	full
The sunset was so beautiful.	I am happy about the sunset.	pos	condensed
The sunset was so beautiful.	I am happy that the sunset was so beautiful.	pos	full
Things were simple and we felt content.	Good to hear that you felt content.	pos	condensed
Things were simple and we felt content.	Good to hear that things were simple and you felt content.	pos	full
My sister said she won her case today.	I am glad that your sister won her case.	pos	condensed
My sister said she won her case today.	I am glad that your sister won her case today.	pos	full
My boss called me and said she was really impressed with my presentation.	Good to hear that your boss was really impressed with your presentation.	pos	condensed
My boss called me and said she was really impressed with my presentation.	Good to hear that your boss called you and said she was really impressed with your presentation.	pos	full
My daughter drew a picture of us hugging today.	I am glad that your daughter drew a picture of you.	pos	condensed
My daughter drew a picture of us hugging today.	I am glad that your daughter drew a picture of you hugging today.	pos	full
We were running out of resources.	I am sorry resources are out	neg	condensed
We were running out of resources.	Sorry to hear you were running out of resources	neg	full
I just saw the bill.	I am sorry about the bill	neg	condensed
I just saw the bill.	I am sad you saw the bill	neg	full
I am so tired of all the fighting.	I am sad about the fighting	neg	condensed
I am so tired of all the fighting.	Sorry to hear you'te tired of all the fighting	neg	full
My desktop monitor isn't working for some reason.	I am sorry about your monitor	neg	condensed
My desktop monitor isn't working for some reason.	Sorry to hear your desktop monitor isn't working 	neg	full
We lost our tickets to the Superbowl and couldn't go.	I am sorry about your Superbowl tickets	neg	condensed
We lost our tickets to the Superbowl and couldn't go.	I am sorry you lost your tickets to the Superbowl and could not go	neg	full
My lawyer called and said that the outlook doesn't look very good for this one.	Sorry to hear about the outlook	neg	condensed
My lawyer called and said that the outlook doesn't look very good for this one.	I am sad the lawyer said the outlook was not very good	neg	full
I just got a great haircut and I love it!	I am happy that you love your haircut!	pos	condensed
I just got a great haircut and I love it!	I am happy that you got a great haircut that you love!	pos	full
My boyfriend gave me a beautiful ring and proposed last night. 	I am happy that your boyfriend proposed!	pos	condensed
My boyfriend gave me a beautiful ring and proposed last night. 	I am happy that your boyfriend proposed to you last night!	pos	full
I had a great time shopping with my sister yesterday. 	I am glad that your shopping was great.	pos	condensed
I had a great time shopping with my sister yesterday. 	I am glad that you had a great time shopping with your sister.	pos	full
My stylist gave me the perfect haircut. 	I am happy that you got the perfect haircut.	pos	condensed
My stylist gave me the perfect haircut. 	I am happy that your stylist gave you the perfect haircut.	pos	full
My brother made it home in time for Christmas. 	I am glad that your brother got home in time.	pos	condensed
My brother made it home in time for Christmas. 	I am glad that your brother made it home in time for Christmas.	pos	full
Our play was a big success!	I'm glad the play was successful!	pos	condensed
Our play was a big success!	I'm glad your play was a big success!	pos	full
Someone dinged my car door while I was in the store. 	I am sorry your car door got dinged	neg	condensed
Someone dinged my car door while I was in the store. 	I am sorry that someone dinged your car door while you were in the store	neg	full
The doctor told me I need to take diabetes medication but I hate taking pills. 	I am sorry that your diabetes means you have to take pills	neg	condensed
The doctor told me I need to take diabetes medication but I hate taking pills. 	I am sorry that your diabetes makes you take pills when you hate taking them	neg	full
I am so behind at work I don't think I'll be able to get a day off this week. 	I am sorry you can't get a day off because you're busy	neg	condensed
I am so behind at work I don't think I'll be able to get a day off this week. 	I am sorry you are so behind in your work that you won't get a day off	neg	full
I can't come to the party, I have nothing to wear.	I'm sorry you can't come to the party	neg	condensed
I can't come to the party, I have nothing to wear.	I am sorry you can't come to the party because you've nothing to wear	neg	full
My luggage was lost at the airport.	I'm sorry your luggage was lost	neg	condensed
My luggage was lost at the airport.	I am sorry your luggage was lost at the airport	neg	full
He can't afford the repairs, so he'll just have to junk his car.	I am sorry he'll have to junk his car because of the repair cost	neg	condensed
He can't afford the repairs, so he'll just have to junk his car.	I am sorry that he'll have to junk his car because he can't afford the repairs	neg	full
I was hiking last week and saw the most beautiful red bird, have you seen these?	I am glad you were hiking last week	pos	condensed
I was hiking last week and saw the most beautiful red bird, have you seen these?	I am glad you were hiking last week and saw the most beautiful red bird.	pos	full
I baked some cookies that taste exactly like Oreos, I was so proud.	I am glad you baked some cookies that taste exactly like Oreo's.	pos	condensed
I baked some cookies that taste exactly like Oreos, I was so proud.	I am glad you baked some cookies that taste exactly like Oreo's and that you were proud.	pos	full
I got a raise on Monday after a long time of not getting one.	I am glad you got a raise on Monday.	pos	condensed
I got a raise on Monday after a long time of not getting one.	I am glad you got a raise on Monday after a long time of not getting one.	pos	full
I got a great score on my test!	I am glad you got a get score.	pos	condensed
I got a great score on my test!	I am glad you got a get score on your test.	pos	full
My dog is okay after the accident!	I am glad your dog is okay.	pos	condensed
My dog is okay after the accident!	I am glad your dog is okay after the accident.	pos	full
My parents will visit me at school.	I am glad your parents will visit you.	pos	condensed
My parents will visit me at school.	I am glad your parents will visit you at school.	pos	full
I got demoted for not noticing that people were stealing office supplies.	I am sorry you got demoted.	neg	condensed
I got demoted for not noticing that people were stealing office supplies.	I am sorry you got demoted for not noticing that people were stealing office supplies.	neg	full
I lost my favorite purple yoyo today. 	I am sorry you lost your favorite purple yoyo.	neg	condensed
I lost my favorite purple yoyo today. 	I am sorry you lost your favorite purple yoyo today.	neg	full
I looked under a rock thinking my frog was under there but I guess he is lost.	I am sorry your frog is lost.	neg	condensed
I looked under a rock thinking my frog was under there but I guess he is lost.	I am sorry you looked under a rock thinking your frog was under there but he is lost.	neg	full
I just broke my big toe.	I am sorry you just broke your toe.	neg	condensed
I just broke my big toe.	I am sorry you just broke your big toe.	neg	full
I need to go to the hospital tomorrow.	I am sorry you need to go to the hospital.	neg	condensed
I need to go to the hospital tomorrow.	I am sorry you need to go to the hospital tomorrow.	neg	full
My cat died last night.	I am sorry your cat died.	neg	condensed
My cat died last night.	I am sorry your cat died last night.	neg	full
We found an old slinky at the thrift store!	I am glad you found an old slinky.	pos	condensed
We found an old slinky at the thrift store!	I am glad you found an old slinky at the thrift store.	pos	full
They just released a new issue of my favorite comic.	I am glad they released a new issue of your favorite comic.	pos	condensed
They just released a new issue of my favorite comic.	I am glad they just released a new issue of your favorite comic.	pos	full
We go to meet the govenor on Monday.	I am glad you got to meet the governor.	pos	condensed
We go to meet the govenor on Monday.	I am glad you got to meet the governor on Monday.	pos	full
I am so excited to be a grandmother this fall.	I am glad you are so excited to be a grandmother.	pos	condensed
I am so excited to be a grandmother this fall.	I am glad you are so excited to be a grandmother this fall.	pos	full
I am looking forward to my birthday party this weekend.	I am glad you are looking forward to your birthday party.	pos	condensed
I am looking forward to my birthday party this weekend.	I am glad you are looking forward to your birthday party this weekend.	pos	full
I really enjoyed my shooping trip in Mexico.	I am glad you really enjoyed your shopping trip.	pos	condensed
I really enjoyed my shooping trip in Mexico.	I am glad you really enjoyed your shopping trip in Mexico.	pos	full
I am so tired of waiting for the healing to happen.	I am sorry you had to wait.	neg	condensed
I am so tired of waiting for the healing to happen.	I am sorry you had to wait for the healing.	neg	full
I felt that old familiar pain in my back.	I am sorry for the pain.	neg	condensed
I felt that old familiar pain in my back.	Sorry to hear you have back pain.	neg	full
I could barely stand up.	I am sad you could barely stand.	neg	condensed
I could barely stand up.	Sorry to hear you could barely stand up.	neg	full
I failed the attention check on the survey.	I am sorry you failed.	neg	condensed
I failed the attention check on the survey.	Sorry to hear you failed the attention check.	neg	full
I embarrassed my friends at the bar.	I am sad for your embarrassment,  	neg	condensed
I embarrassed my friends at the bar.	Sorry to hear you embarrassed your friends.	neg	full
I dropped the expnsive plate in the restaurant and it broke.	I am sorry you broke the plate.	neg	condensed
I dropped the expnsive plate in the restaurant and it broke.	Sorry to hear you broke the expensive plate.	neg	full
It is such an honor to be nominated.	I am glad its an honor to be nominated	pos	condensed
It is such an honor to be nominated.	I am happy it such a homor to get the nomination	pos	full
They accepted our offer on the house.	I am glad the house offer was accepted	pos	condensed
They accepted our offer on the house.	Good to hear the offer on the ouse was accepted	pos	full
This is my favorite time of day.	I am glad its your favortie time of day	pos	condensed
This is my favorite time of day.	I am happy this is the favorite time of day	pos	full
Mom is making my favorite pizza for dinner.	I am glad your mom is making your favoirite pizza	pos	condensed
Mom is making my favorite pizza for dinner.	Good to hear your mom is making your favorite pizza for dinner	pos	full
Dad is going to take me to the zoo like when I was a kid.	I am glad dad is taking you to the zoo	pos	condensed
Dad is going to take me to the zoo like when I was a kid.	Good to hear dad is taking you to the zoo like when you were younger	pos	full
My sister is paying for my trip out to Vegas for my birthday.	I am glad your sister is paying for your birthday trip to Vegas	pos	condensed
My sister is paying for my trip out to Vegas for my birthday.	Good to hear your sister is paying for your birthday trip to Vegas.	pos	full
This time I really suffered the consequences.	I am sorry you suffered the consequences.	neg	condensed
This time I really suffered the consequences.	I am sorry you really suffered the consequences.	neg	full
Dad relapsed again.	Sorry to hear Dad relapsed.	neg	condensed
Dad relapsed again.	I am sad Dad relapsed again.	neg	full
My mom just found out she needs stomach surgery.	Sorry to hear your mom needs surgery.	neg	condensed
My mom just found out she needs stomach surgery.	Sorry to hear your mom found out she needs stomach surgery.	neg	full
My date stood me up last night.	Sorry to hear your date stood you up.	neg	condensed
My date stood me up last night.	I am sorry your date stood you up last night.	neg	full
The airline lost my luggage on the way back home.	Sorry to hear the airline lost your luggage.	neg	condensed
The airline lost my luggage on the way back home.	Sorry to hear the airline lost your luggage on the way back home.	neg	full
I accidentally put a $100 into the Salvation Army donation bucket instead of a $1, and that was my grocery money.	Sorry to hear you accidentally put a $100 into the Salvation Army donation bucket.	neg	condensed
I accidentally put a $100 into the Salvation Army donation bucket instead of a $1, and that was my grocery money.	Sorry to hear you accidentally put a $100 into the Salvation Army donation bucket instead of a $1.	neg	full
My Dr said I was healthy as a horse.	I am glad the Dr said you are healthy	pos	condensed
My Dr said I was healthy as a horse.	I am so happy to hear you are healthy as a horse according to the Dr.	pos	full
I won a gift card at the grand opening.	I am glad you won a gift card at the opening	pos	condensed
I won a gift card at the grand opening.	Good to hear you won a grand opening gift card	pos	full
I had a great time at the neighborhood block party.	I am glad you had great time at clock party	pos	condensed
I had a great time at the neighborhood block party.	Good to hear you had fun at the block party	pos	full
I got overtime at work.	I am glad work gave you over time	pos	condensed
I got overtime at work.	I am happy you got to get overtime at work	pos	full
I lost some weight.	I am glad you lost weight	pos	condensed
I lost some weight.	Good to hear that you lost some weight	pos	full
The cashier gave me free food at a convenience store.	I am glad the convenience store clerk gave you food.	pos	condensed
The cashier gave me free food at a convenience store.	Good to hear that the cashier gave you free food at the convenience store	pos	full
I dropped the vase of flowers and broke it.	Sorry to hear your broke the vase. 	neg	condensed
I dropped the vase of flowers and broke it.	 I am sad that you broke the flower vase when you dropped it. 	neg	full
My boyfriend broke my heart when he lied to me.	Sorry to hear your boyfriend broke your heart. 	neg	condensed
My boyfriend broke my heart when he lied to me.	I am sad that your boyfriend lied to you and broke your heart. 	neg	full
My son hurt my feelings by forgetting my birthday.	Sorry to hear your son forgot your birthday. 	neg	condensed
My son hurt my feelings by forgetting my birthday.	I am sad your feelings were hurt when your son forgot your birthday. 	neg	full
I slipped on ice outside.	Sorry to hear you slipped on ice. 	neg	condensed
I slipped on ice outside.	I am sorry your slipped on ice outside. 	neg	full
I got a headache.	I am sorry your head hurts. 	neg	condensed
I got a headache.	Sorry to hear you have a headache. 	neg	full
I missed the bus so I was late to work.	Sorry to hear you missed the bus. 	neg	condensed
I missed the bus so I was late to work.	I am sorry you were late for work because you missed the bus. 	neg	full
I got a fortune cookie with a good message.	I am happ that you got a good message	pos	condensed
I got a fortune cookie with a good message.	I am happy that you got a fortune cookie with a good message	pos	full
My hair is on point today!	I am happy about your hair	pos	condensed
My hair is on point today!	I am happy that your hair is on point today	pos	full
I just got asked to the prom!	I am happy about you and the prom	pos	condensed
I just got asked to the prom!	I am happy that you got asked to the prom	pos	full
I can't wait for next week when my friend comes to visit me. 	I am happy your friend is visiting you	pos	condensed
I can't wait for next week when my friend comes to visit me. 	I am happy your friend is coming to visit you next week	pos	full
I got a promotion at work today!	I am happy you were promoted	pos	condensed
I got a promotion at work today!	I am happy you were promoted at work today	pos	full
I lost 10 pounds this month!	I am happy ou lost 10 pounds	pos	condensed
I lost 10 pounds this month!	I am happy you lost 10 pounds this month	pos	full
Someone stole my diary.	I am sorry about your diary.	neg	condensed
Someone stole my diary.	I am sorry that someone stole your diary.	neg	full
I fell into my basement and broke my hip.	Sorry to hear that you broke your hip.	neg	condensed
I fell into my basement and broke my hip.	Sorry to hear that you fell into your basement and broke your hip.	neg	full
My acne is breaking out again.	I am sorry about your acne.	neg	condensed
My acne is breaking out again.	I am sorry that your acne is breaking out again.	neg	full
I just heard that my aunt is in hospice. 	Sorry to hear about your aunt.	neg	condensed
I just heard that my aunt is in hospice. 	Sorry to hear that your aunt is in hospice.	neg	full
I don't think I can afford to go on vacation this year. 	Sorry to hear that you don't think you can afford to go on vacation.	neg	condensed
I don't think I can afford to go on vacation this year. 	Sorry to hear that you don't think you can afford to go on vacation this year.	neg	full
My daughter is marrying a man I don't like at all. 	I am sorry about your daughter. 	neg	condensed
My daughter is marrying a man I don't like at all. 	I am sorry that your daughter is marrying a man you don't like at all.	neg	full
I heard back from an internship and I'm hired! I start next week.	I am glad you got hired!	pos	condensed
I heard back from an internship and I'm hired! I start next week.	I am glad you got hired for the internship!	pos	full
My team exceeded goals and we're getting a bonus!	I'm happy your team exceeded their goals!	pos	condensed
My team exceeded goals and we're getting a bonus!	I am happy your team exceeded their goals and are getting a bonus!	pos	full
I won a school scholarship for $500!	I am happy you won a scholarship!	pos	condensed
I won a school scholarship for $500!	I am happy you won a school scholarship for $500!	pos	full
it was so amazing 	I am happy it was amazing!	pos	full
it was good at looking 	I am happy it was good.	pos	condensed
it was good at looking 	I am happy it was good at looking.	pos	full
it was beautiful ride 	I am happy it was beautiful.	pos	condensed
it was beautiful ride 	I am happy it was a beautiful ride.	pos	full
I didn't make the debate team this year.	I am sorry you didn't make the team.	neg	condensed
I didn't make the debate team this year.	I am sorry you didn't make the debate team this year.	neg	full
I have to take my dog to the vet tomorrow, he isn't feeling too well.	I am sorry you have to take the dog to the vet tomorrow.	neg	condensed
I have to take my dog to the vet tomorrow, he isn't feeling too well.	I am sorry you have to take your dog to the vet tomorrow due to him not feeling well.	neg	full
I caught the flu from a coworker and had to skip class today	I am sorry you caught the flu.	neg	condensed
I caught the flu from a coworker and had to skip class today	I am sorry had to skip class today due to catching the flu from a coworker.	neg	full
it was so hard to many a girl friend 	I am sorry it was hard to many a girl firned.	neg	full
this accident was so arrogant 	I am sorry the accident was arrogant.	neg	full
oouch! it was not looking good	I am sorry it was not looking good.	neg	full
I was very confident at the interview and replied to the questions with great stories.	Good to hear about your interview.	pos	condensed
I was very confident at the interview and replied to the questions with great stories.	Good to hear you were confident at the interview and replied to the questions with great stories.	pos	full
It only took me ten minutes to shovel the driveway after the snow.	Good to hear about your driveway.	pos	condensed
